,source,target,Znum_x,Xnum_x,Znum_y,Xnum_y,commute,weight
293,XZXI,YZYI,4,10,14,10,True,0.5
294,XZXI,ZYZY,4,10,15,5,False,1.5
295,XZXI,YZYZ,4,10,15,10,True,0.5
296,IYIY,XZXZ,5,5,5,10,True,1.5
297,IYIY,XYYX,5,5,6,15,False,1.0
298,IYIY,IYZY,5,5,7,5,True,0.0
299,IYIY,YXXY,5,5,9,15,False,1.0
300,IYIY,ZXZX,5,5,10,5,True,0.5
301,IYIY,YIYI,5,5,10,10,True,2.0
302,IYIY,YYXX,5,5,12,15,False,1.0
303,IYIY,YZYI,5,5,14,10,False,2.0
304,IYIY,ZYZY,5,5,15,5,True,0.0
305,IYIY,YZYZ,5,5,15,10,True,2.0
306,XZXZ,XYYX,5,10,6,15,False,1.0
307,XZXZ,IYZY,5,10,7,5,False,1.5
308,XZXZ,YXXY,5,10,9,15,False,1.0
309,XZXZ,ZXZX,5,10,10,5,True,1.0
310,XZXZ,YIYI,5,10,10,10,True,0.5
311,XZXZ,YYXX,5,10,12,15,False,1.0
312,XZXZ,YZYI,5,10,14,10,True,0.5
313,XZXZ,ZYZY,5,10,15,5,True,1.5
314,XZXZ,YZYZ,5,10,15,10,True,0.5
315,XYYX,IYZY,6,15,7,5,True,1.0
316,XYYX,YXXY,6,15,9,15,True,1.0
317,XYYX,ZXZX,6,15,10,5,False,1.0
318,XYYX,YIYI,6,15,10,10,False,1.0
319,XYYX,YYXX,6,15,12,15,True,0.5
320,XYYX,YZYI,6,15,14,10,True,1.0
321,XYYX,ZYZY,6,15,15,5,False,1.0
322,XYYX,YZYZ,6,15,15,10,False,1.0
323,IYZY,YXXY,7,5,9,15,True,1.0
324,IYZY,ZXZX,7,5,10,5,True,0.5
325,IYZY,YIYI,7,5,10,10,False,2.0
326,IYZY,YYXX,7,5,12,15,True,1.0
327,IYZY,YZYI,7,5,14,10,True,2.0
328,IYZY,ZYZY,7,5,15,5,True,0.0
329,IYZY,YZYZ,7,5,15,10,False,2.0
330,YXXY,ZXZX,9,15,10,5,False,1.0
331,YXXY,YIYI,9,15,10,10,False,1.0
332,YXXY,YYXX,9,15,12,15,True,0.5
333,YXXY,YZYI,9,15,14,10,True,1.0
334,YXXY,ZYZY,9,15,15,5,False,1.0
335,YXXY,YZYZ,9,15,15,10,False,1.0
336,ZXZX,YIYI,10,5,10,10,True,1.5
337,ZXZX,YYXX,10,5,12,15,False,1.0
338,ZXZX,YZYI,10,5,14,10,False,1.5
339,ZXZX,ZYZY,10,5,15,5,True,0.5
340,ZXZX,YZYZ,10,5,15,10,True,1.5
341,YIYI,YYXX,10,10,12,15,False,1.0
342,YIYI,YZYI,10,10,14,10,True,0.0
343,YIYI,ZYZY,10,10,15,5,True,2.0
344,YIYI,YZYZ,10,10,15,10,True,0.0
345,YYXX,YZYI,12,15,14,10,True,1.0
346,YYXX,ZYZY,12,15,15,5,False,1.0
347,YYXX,YZYZ,12,15,15,10,False,1.0
348,YZYI,ZYZY,14,10,15,5,False,2.0
349,YZYI,YZYZ,14,10,15,10,True,0.0
350,ZYZY,YZYZ,15,5,15,10,True,2.0
